activity;case;start;end;type;user
pay expenses;1349;06.03.2017 10:47:00;06.03.2017 10:56:00;Accounting;JH2172
check booking proposal;1350;02.01.2017 15:10:00;02.01.2017 15:22:00;Employee;CG1288
transform price inquiry to travel request;1350;02.01.2017 15:24:00;02.01.2017 15:24:00;Employee;CG1288
decide on approval requirements;1350;02.01.2017 15:24:00;02.01.2017 15:26:00;;
check if booking is necessary;1350;05.01.2017 07:59:00;05.01.2017 08:03:00;Travel Department;KS9688
prepare booking proposal;1350;09.01.2017 10:11:00;09.01.2017 12:07:00;Travel Department;KS9688
send booking proposal to employee;1350;11.01.2017 14:24:00;11.01.2017 14:25:00;Travel Department;KS9688
check booking proposal;1350;11.01.2017 17:52:00;11.01.2017 18:05:00;Employee;CG1288
check if travel request is still needed and up to date;1350;17.01.2017 14:38:00;17.01.2017 15:14:00;Employee;CG1288
request update of the booking proposal;1350;17.01.2017 15:14:00;17.01.2017 15:14:00;Employee;CG1288
prepare booking proposal;1350;20.01.2017 08:06:00;20.01.2017 09:17:00;Travel Department;KS9688
send booking proposal to employee;1350;25.01.2017 11:39:00;25.01.2017 11:41:00;Travel Department;KS9688
check booking proposal;1350;25.01.2017 14:14:00;25.01.2017 14:21:00;Employee;CG1288
book travel;1350;30.01.2017 07:59:00;30.01.2017 08:48:00;Travel Department;KS9688
check if expense documents exist;1350;06.03.2017 14:56:00;06.03.2017 15:37:00;Employee;CG1288
upload travel expense documents;1350;06.03.2017 15:37:00;06.03.2017 16:07:00;Employee;CG1288
file travel expense report;1350;06.03.2017 16:07:00;06.03.2017 16:21:00;Employee;CG1288
confirm travel expense report;1350;06.03.2017 16:21:00;06.03.2017 16:24:00;Employee;CG1288
decide on travel expense approval;1350;07.03.2017 12:59:00;07.03.2017 13:06:00;Manager;TD8091
send request for travel expense correction;1350;07.03.2017 13:06:00;07.03.2017 13:07:00;;
correct travel expense report;1350;08.03.2017 05:59:00;08.03.2017 06:16:00;Employee;CG1288
decide on travel expense approval;1350;08.03.2017 12:59:00;08.03.2017 13:03:00;Manager;TD8091
send original documents to archive;1350;23.03.2017 05:59:00;23.03.2017 06:38:00;Employee;CG1288
calculate payments;1350;28.03.2017 13:58:00;28.03.2017 15:40:00;Accounting;GR7476
pay expenses;1350;31.03.2017 08:59:00;31.03.2017 09:06:00;Accounting;GR7476
check if expense documents exist;1351;06.04.2017 07:03:00;06.04.2017 08:06:00;Employee;YF4918
upload travel expense documents;1351;06.04.2017 08:06:00;06.04.2017 08:26:00;Employee;YF4918
file travel expense report;1351;06.04.2017 08:26:00;06.04.2017 08:33:00;Employee;YF4918
confirm travel expense report;1351;06.04.2017 08:33:00;06.04.2017 08:34:00;Employee;YF4918
decide on travel expense approval;1351;06.04.2017 14:00:00;06.04.2017 14:05:00;Manager;TD8091
send original documents to archive;1351;24.04.2017 06:59:00;24.04.2017 07:20:00;Employee;YF4918
calculate payments;1351;03.05.2017 08:59:00;03.05.2017 09:22:00;Accounting;FQ3758
pay expenses;1351;10.05.2017 09:17:00;10.05.2017 09:27:00;Accounting;FQ3758
send booking proposal to employee;1352;04.01.2017 12:03:00;04.01.2017 12:05:00;Travel Department;AW2532
check booking proposal;1352;04.01.2017 17:04:00;04.01.2017 17:12:00;Employee;WI3223
check if travel request is still needed and up to date;1352;11.01.2017 14:44:00;11.01.2017 15:14:00;Employee;WI3223
request update of the booking proposal;1352;11.01.2017 15:14:00;11.01.2017 15:15:00;Employee;WI3223
prepare booking proposal;1352;16.01.2017 12:03:00;16.01.2017 12:56:00;Travel Department;AW2532
send booking proposal to employee;1352;19.01.2017 08:03:00;19.01.2017 08:07:00;Travel Department;AW2532
check booking proposal;1352;19.01.2017 08:17:00;19.01.2017 08:19:00;Employee;WI3223
check if travel request is still needed and up to date;1352;30.01.2017 05:59:00;30.01.2017 06:33:00;Employee;WI3223
request update of the booking proposal;1352;30.01.2017 06:33:00;30.01.2017 06:33:00;Employee;WI3223
prepare booking proposal;1352;02.02.2017 13:24:00;02.02.2017 14:10:00;Travel Department;AW2532
send booking proposal to employee;1352;07.02.2017 08:50:00;07.02.2017 08:51:00;Travel Department;AW2532
check booking proposal;1352;07.02.2017 14:05:00;07.02.2017 14:11:00;Employee;WI3223
book travel;1352;13.02.2017 09:34:00;13.02.2017 10:04:00;Travel Department;AW2532
check if expense documents exist;1352;20.03.2017 05:59:00;20.03.2017 06:16:00;Employee;WI3223
upload travel expense documents;1352;20.03.2017 06:16:00;20.03.2017 06:30:00;Employee;WI3223
file travel expense report;1352;20.03.2017 06:30:00;20.03.2017 06:37:00;Employee;WI3223
confirm travel expense report;1352;20.03.2017 06:37:00;20.03.2017 06:37:00;Employee;WI3223
decide on travel expense approval;1352;20.03.2017 13:03:00;20.03.2017 13:06:00;Manager;YS1169
send request for travel expense correction;1352;20.03.2017 13:06:00;20.03.2017 13:07:00;;
correct travel expense report;1352;24.03.2017 09:31:00;24.03.2017 10:27:00;Employee;WI3223
decide on travel expense approval;1352;24.03.2017 13:00:00;24.03.2017 13:02:00;Manager;YS1169
send request for travel expense correction;1352;24.03.2017 13:02:00;24.03.2017 13:04:00;;
correct travel expense report;1352;28.03.2017 05:59:00;28.03.2017 07:37:00;Employee;WI3223
decide on travel expense approval;1352;28.03.2017 13:59:00;28.03.2017 14:02:00;Manager;YS1169
send original documents to archive;1352;14.04.2017 10:48:00;14.04.2017 10:53:00;Employee;WI3223
calculate payments;1352;12.05.2017 08:59:00;12.05.2017 09:53:00;Accounting;WO40
pay expenses;1352;17.05.2017 08:59:00;17.05.2017 09:07:00;Accounting;WO40
send booking proposal to employee;1353;02.01.2017 13:48:00;03.01.2017 13:42:00;Travel Department;NV2279
check booking proposal;1353;03.01.2017 15:44:00;03.01.2017 15:45:00;Employee;PR6751
book travel;1353;05.01.2017 14:50:00;05.01.2017 15:03:00;Travel Department;NV2279
check if expense documents exist;1353;07.02.2017 15:52:00;07.02.2017 16:31:00;Employee;PR6751
file travel expense report;1353;07.02.2017 16:31:00;07.02.2017 16:43:00;Employee;PR6751
confirm travel expense report;1353;07.02.2017 16:43:00;07.02.2017 16:45:00;Employee;PR6751
decide on travel expense approval;1353;08.02.2017 12:59:00;08.02.2017 13:01:00;Manager;TF7102
send original documents to archive;1353;21.02.2017 10:16:00;21.02.2017 11:03:00;Employee;PR6751
calculate payments;1353;03.03.2017 08:09:00;03.03.2017 08:23:00;Accounting;FI12
pay expenses;1353;06.03.2017 10:35:00;06.03.2017 10:40:00;Accounting;FI12
check booking proposal;1354;02.01.2017 16:38:00;02.01.2017 16:49:00;Employee;FE2691
check if price inquiry is still needed and up to date;1354;16.01.2017 05:59:00;16.01.2017 06:06:00;Employee;FE2691
request update of the booking proposal;1354;16.01.2017 06:06:00;16.01.2017 06:06:00;Employee;FE2691
prepare booking proposal;1354;18.01.2017 11:07:00;18.01.2017 12:19:00;Travel Department;WG5857
send booking proposal to employee;1354;20.01.2017 15:41:00;20.01.2017 15:45:00;Travel Department;WG5857
check booking proposal;1354;20.01.2017 16:51:00;20.01.2017 16:54:00;Employee;FE2691
transform price inquiry to travel request;1354;20.01.2017 16:54:00;20.01.2017 16:54:00;Employee;FE2691
decide on approval requirements;1354;20.01.2017 16:54:00;20.01.2017 16:56:00;;
check if booking is necessary;1354;26.01.2017 08:12:00;26.01.2017 08:19:00;Travel Department;WG5857
check if expense documents exist;1354;24.02.2017 16:56:00;24.02.2017 17:24:00;Employee;FE2691
upload travel expense documents;1354;24.02.2017 17:24:00;24.02.2017 17:40:00;Employee;FE2691
file travel expense report;1354;24.02.2017 17:40:00;24.02.2017 17:48:00;Employee;FE2691
confirm travel expense report;1354;24.02.2017 17:48:00;24.02.2017 17:50:00;Employee;FE2691
decide on travel expense approval;1354;27.02.2017 12:59:00;27.02.2017 13:03:00;Manager;IC4569
send request for travel expense correction;1354;27.02.2017 13:03:00;27.02.2017 13:05:00;;
correct travel expense report;1354;06.03.2017 05:59:00;06.03.2017 06:41:00;Employee;FE2691
decide on travel expense approval;1354;06.03.2017 13:03:00;06.03.2017 13:10:00;Manager;IC4569
send original documents to archive;1354;16.03.2017 06:14:00;16.03.2017 06:39:00;Employee;FE2691
calculate payments;1354;28.03.2017 08:06:00;28.03.2017 09:29:00;Accounting;GR7476
pay expenses;1354;06.04.2017 08:59:00;06.04.2017 09:06:00;Accounting;GR7476
send booking proposal to employee;1355;02.01.2017 13:05:00;03.01.2017 13:36:00;Travel Department;JV9257
check booking proposal;1355;03.01.2017 18:50:00;03.01.2017 18:56:00;Employee;FC9892
book travel;1355;06.01.2017 07:59:00;06.01.2017 09:03:00;Travel Department;JV9257
check if expense documents exist;1355;08.03.2017 07:14:00;08.03.2017 07:33:00;Employee;FC9892
upload travel expense documents;1355;08.03.2017 07:33:00;08.03.2017 07:46:00;Employee;FC9892
file travel expense report;1355;08.03.2017 07:46:00;08.03.2017 07:53:00;Employee;FC9892
confirm travel expense report;1355;08.03.2017 07:53:00;08.03.2017 07:56:00;Employee;FC9892
decide on travel expense approval;1355;08.03.2017 13:01:00;08.03.2017 13:07:00;Manager;MV9004
send original documents to archive;1355;10.03.2017 21:15:00;10.03.2017 21:28:00;Employee;FC9892
calculate payments;1355;04.04.2017 08:15:00;04.04.2017 09:40:00;Accounting;FQ3758
pay expenses;1355;11.04.2017 08:59:00;11.04.2017 09:03:00;Accounting;FQ3758
check if expense documents exist;1356;29.03.2017 09:56:00;29.03.2017 11:00:00;Employee;EX1339
upload travel expense documents;1356;29.03.2017 11:00:00;29.03.2017 11:10:00;Employee;EX1339
file travel expense report;1356;29.03.2017 11:10:00;29.03.2017 11:14:00;Employee;EX1339
confirm travel expense report;1356;29.03.2017 11:14:00;29.03.2017 11:15:00;Employee;EX1339
decide on travel expense approval;1356;29.03.2017 14:00:00;29.03.2017 14:06:00;Manager;AK7488
send original documents to archive;1356;03.04.2017 21:57:00;03.04.2017 22:07:00;Employee;EX1339
calculate payments;1356;03.05.2017 09:15:00;03.05.2017 10:10:00;Accounting;GU1789
pay expenses;1356;15.05.2017 11:22:00;15.05.2017 11:28:00;Accounting;GU1789
send booking proposal to employee;1357;04.01.2017 12:10:00;04.01.2017 12:12:00;Travel Department;KS9688
check booking proposal;1357;04.01.2017 14:37:00;04.01.2017 14:38:00;Employee;XC46
book travel;1357;06.01.2017 13:19:00;06.01.2017 14:55:00;Travel Department;KS9688
check if expense documents exist;1357;07.02.2017 12:30:00;07.02.2017 13:17:00;Employee;XC46
upload travel expense documents;1357;07.02.2017 13:17:00;07.02.2017 13:24:00;Employee;XC46
file travel expense report;1357;07.02.2017 13:24:00;07.02.2017 13:37:00;Employee;XC46
confirm travel expense report;1357;07.02.2017 13:37:00;07.02.2017 13:39:00;Employee;XC46
decide on travel expense approval;1357;08.02.2017 12:59:00;08.02.2017 13:01:00;Manager;YS1169
send request for travel expense correction;1357;08.02.2017 13:01:00;08.02.2017 13:02:00;;
correct travel expense report;1357;13.02.2017 05:59:00;13.02.2017 06:12:00;Employee;XC46
decide on travel expense approval;1357;13.02.2017 13:00:00;13.02.2017 13:07:00;Manager;YS1169
send request for travel expense correction;1357;13.02.2017 13:07:00;13.02.2017 13:08:00;;
correct travel expense report;1357;15.02.2017 20:26:00;15.02.2017 21:35:00;Employee;XC46
decide on travel expense approval;1357;16.02.2017 12:59:00;16.02.2017 13:01:00;Manager;YS1169
send original documents to archive;1357;27.02.2017 21:36:00;27.02.2017 21:39:00;Employee;XC46
calculate payments;1357;20.03.2017 09:03:00;20.03.2017 09:22:00;Accounting;VA7847
pay expenses;1357;31.03.2017 08:17:00;31.03.2017 09:22:00;Accounting;VA7847
send booking proposal to employee;1358;02.01.2017 14:21:00;03.01.2017 13:47:00;Travel Department;WG5857
check booking proposal;1358;03.01.2017 17:46:00;03.01.2017 17:50:00;Employee;CO6474
check if travel request is still needed and up to date;1358;13.01.2017 14:44:00;13.01.2017 15:25:00;Employee;CO6474
request update of the booking proposal;1358;13.01.2017 15:25:00;13.01.2017 15:25:00;Employee;CO6474
prepare booking proposal;1358;18.01.2017 10:06:00;18.01.2017 11:07:00;Travel Department;WG5857
send booking proposal to employee;1358;20.01.2017 15:16:00;20.01.2017 15:17:00;Travel Department;WG5857
check booking proposal;1358;20.01.2017 18:16:00;20.01.2017 18:23:00;Employee;CO6474
check if travel request is still needed and up to date;1358;27.01.2017 05:59:00;27.01.2017 06:08:00;Employee;CO6474
request update of the booking proposal;1358;27.01.2017 06:08:00;27.01.2017 06:09:00;Employee;CO6474
prepare booking proposal;1358;01.02.2017 08:02:00;01.02.2017 08:55:00;Travel Department;WG5857
send booking proposal to employee;1358;03.02.2017 15:22:00;03.02.2017 15:22:00;Travel Department;WG5857
check booking proposal;1358;03.02.2017 19:35:00;03.02.2017 19:46:00;Employee;CO6474
book travel;1358;09.02.2017 08:01:00;09.02.2017 09:27:00;Travel Department;WG5857
check if expense documents exist;1358;15.05.2017 06:59:00;15.05.2017 08:02:00;Employee;CO6474
upload travel expense documents;1358;15.05.2017 08:02:00;15.05.2017 08:12:00;Employee;CO6474
file travel expense report;1358;15.05.2017 08:12:00;15.05.2017 08:19:00;Employee;CO6474
confirm travel expense report;1358;15.05.2017 08:19:00;15.05.2017 08:21:00;Employee;CO6474
decide on travel expense approval;1358;15.05.2017 14:10:00;15.05.2017 14:12:00;Manager;CV4719
send original documents to archive;1358;25.05.2017 20:28:00;25.05.2017 21:01:00;Employee;CO6474
calculate payments;1358;23.06.2017 08:59:00;23.06.2017 09:36:00;Accounting;GU1789
pay expenses;1358;03.07.2017 08:59:00;03.07.2017 09:06:00;Accounting;GU1789
check if expense documents exist;1359;24.03.2017 06:13:00;24.03.2017 06:54:00;Employee;YM1190
upload travel expense documents;1359;24.03.2017 06:54:00;24.03.2017 07:00:00;Employee;YM1190
file travel expense report;1359;24.03.2017 07:00:00;24.03.2017 07:08:00;Employee;YM1190
confirm travel expense report;1359;24.03.2017 07:08:00;24.03.2017 07:11:00;Employee;YM1190
decide on travel expense approval;1359;24.03.2017 12:59:00;24.03.2017 13:02:00;Manager;YS1169
send original documents to archive;1359;11.04.2017 17:35:00;11.04.2017 19:00:00;Employee;YM1190
calculate payments;1359;17.05.2017 14:36:00;17.05.2017 16:09:00;Accounting;JH2172
pay expenses;1359;19.05.2017 09:04:00;19.05.2017 09:15:00;Accounting;JH2172
check if expense documents exist;1360;26.01.2017 18:30:00;26.01.2017 19:31:00;Employee;KB279
upload travel expense documents;1360;26.01.2017 19:31:00;26.01.2017 19:44:00;Employee;KB279
file travel expense report;1360;26.01.2017 19:44:00;26.01.2017 19:47:00;Employee;KB279
confirm travel expense report;1360;26.01.2017 19:47:00;26.01.2017 19:51:00;Employee;KB279
decide on travel expense approval;1360;27.01.2017 12:59:00;27.01.2017 13:03:00;Manager;MA6233
send original documents to archive;1360;03.02.2017 05:59:00;03.02.2017 06:19:00;Employee;KB279
calculate payments;1360;21.02.2017 08:26:00;21.02.2017 08:59:00;Accounting;FQ3758
pay expenses;1360;07.03.2017 07:59:00;07.03.2017 08:06:00;Accounting;FQ3758
check if expense documents exist;1361;17.03.2017 08:41:00;17.03.2017 09:43:00;Employee;RR672
file travel expense report;1361;17.03.2017 09:43:00;17.03.2017 09:51:00;Employee;RR672
confirm travel expense report;1361;17.03.2017 09:51:00;17.03.2017 09:54:00;Employee;RR672
decide on travel expense approval;1361;17.03.2017 12:59:00;17.03.2017 13:00:00;Manager;TF7102
send original documents to archive;1361;03.04.2017 05:59:00;03.04.2017 07:11:00;Employee;RR672
calculate payments;1361;01.05.2017 09:26:00;01.05.2017 11:12:00;Accounting;WO40
pay expenses;1361;18.05.2017 08:59:00;18.05.2017 09:10:00;Accounting;WO40
check if expense documents exist;1362;26.01.2017 10:05:00;26.01.2017 10:28:00;Employee;PI97
upload travel expense documents;1362;26.01.2017 10:28:00;26.01.2017 10:39:00;Employee;PI97
file travel expense report;1362;26.01.2017 10:39:00;26.01.2017 10:45:00;Employee;PI97
confirm travel expense report;1362;26.01.2017 10:45:00;26.01.2017 10:47:00;Employee;PI97
decide on travel expense approval;1362;26.01.2017 13:00:00;26.01.2017 13:05:00;Manager;DY1868
send original documents to archive;1362;13.02.2017 05:59:00;13.02.2017 06:32:00;Employee;PI97
calculate payments;1362;24.02.2017 07:59:00;24.02.2017 08:39:00;Accounting;WO40
pay expenses;1362;14.03.2017 08:54:00;14.03.2017 09:04:00;Accounting;WO40
send booking proposal to employee;1363;04.01.2017 11:04:00;04.01.2017 11:05:00;Travel Department;AW2532
check booking proposal;1363;04.01.2017 13:13:00;04.01.2017 13:19:00;Employee;KR2914
check if travel request is still needed and up to date;1363;12.01.2017 05:59:00;12.01.2017 06:11:00;Employee;KR2914
request update of the booking proposal;1363;12.01.2017 06:11:00;12.01.2017 06:11:00;Employee;KR2914
prepare booking proposal;1363;17.01.2017 07:59:00;17.01.2017 09:50:00;Travel Department;AW2532
send booking proposal to employee;1363;19.01.2017 13:07:00;19.01.2017 13:08:00;Travel Department;AW2532
check booking proposal;1363;19.01.2017 17:44:00;19.01.2017 17:51:00;Employee;KR2914
check if travel request is still needed and up to date;1363;24.01.2017 05:59:00;24.01.2017 06:23:00;Employee;KR2914
request update of the booking proposal;1363;24.01.2017 06:23:00;24.01.2017 06:23:00;Employee;KR2914
prepare booking proposal;1363;27.01.2017 08:47:00;27.01.2017 10:06:00;Travel Department;AW2532
send booking proposal to employee;1363;01.02.2017 10:42:00;01.02.2017 10:46:00;Travel Department;AW2532
check booking proposal;1363;01.02.2017 11:05:00;01.02.2017 11:10:00;Employee;KR2914
book travel;1363;06.02.2017 07:59:00;06.02.2017 10:21:00;Travel Department;AW2532
check if expense documents exist;1363;31.03.2017 19:54:00;31.03.2017 20:52:00;Employee;KR2914
upload travel expense documents;1363;31.03.2017 20:52:00;31.03.2017 20:58:00;Employee;KR2914
file travel expense report;1363;31.03.2017 20:58:00;31.03.2017 21:16:00;Employee;KR2914
confirm travel expense report;1363;31.03.2017 21:16:00;31.03.2017 21:18:00;Employee;KR2914
decide on travel expense approval;1363;03.04.2017 13:59:00;03.04.2017 14:00:00;Manager;TF7102
send original documents to archive;1363;10.04.2017 12:50:00;10.04.2017 13:04:00;Employee;KR2914
calculate payments;1363;10.05.2017 09:07:00;10.05.2017 09:41:00;Accounting;CX8911
pay expenses;1363;25.05.2017 10:00:00;25.05.2017 10:06:00;Accounting;CX8911
check if expense documents exist;1364;30.03.2017 11:05:00;30.03.2017 12:43:00;Employee;WF5772
upload travel expense documents;1364;30.03.2017 12:43:00;30.03.2017 12:48:00;Employee;WF5772
file travel expense report;1364;30.03.2017 12:48:00;30.03.2017 12:54:00;Employee;WF5772
confirm travel expense report;1364;30.03.2017 12:54:00;30.03.2017 12:57:00;Employee;WF5772
decide on travel expense approval;1364;30.03.2017 14:02:00;30.03.2017 14:08:00;Manager;CV4719
send request for travel expense correction;1364;30.03.2017 14:08:00;30.03.2017 14:10:00;;
correct travel expense report;1364;03.04.2017 06:59:00;03.04.2017 07:44:00;Employee;WF5772
decide on travel expense approval;1364;03.04.2017 14:01:00;03.04.2017 14:06:00;Manager;CV4719
send request for travel expense correction;1364;03.04.2017 14:06:00;03.04.2017 14:07:00;;
correct travel expense report;1364;10.04.2017 09:15:00;10.04.2017 09:52:00;Employee;WF5772
decide on travel expense approval;1364;10.04.2017 14:11:00;10.04.2017 14:14:00;Manager;CV4719
send original documents to archive;1364;11.04.2017 19:18:00;11.04.2017 19:27:00;Employee;WF5772
calculate payments;1364;26.04.2017 08:59:00;26.04.2017 09:55:00;Accounting;VA7847
pay expenses;1364;08.05.2017 10:19:00;08.05.2017 10:28:00;Accounting;VA7847
check if price inquiry is still needed and up to date;1365;08.01.2017 08:39:00;09.01.2017 06:14:00;Employee;GV5943
send booking proposal to employee;1366;04.01.2017 14:52:00;04.01.2017 14:55:00;Travel Department;NV2279
check booking proposal;1366;04.01.2017 15:48:00;04.01.2017 15:55:00;Employee;MJ2847
book travel;1366;06.01.2017 14:58:00;06.01.2017 18:22:00;Travel Department;NV2279
check if expense documents exist;1366;16.01.2017 05:59:00;16.01.2017 06:45:00;Employee;MJ2847
upload travel expense documents;1366;16.01.2017 06:45:00;16.01.2017 06:57:00;Employee;MJ2847
file travel expense report;1366;16.01.2017 06:57:00;16.01.2017 07:08:00;Employee;MJ2847
confirm travel expense report;1366;16.01.2017 07:08:00;16.01.2017 07:08:00;Employee;MJ2847
decide on travel expense approval;1366;16.01.2017 13:06:00;16.01.2017 13:08:00;Manager;CV4719
send original documents to archive;1366;26.01.2017 09:00:00;26.01.2017 09:10:00;Employee;MJ2847
calculate payments;1366;06.02.2017 08:54:00;06.02.2017 09:29:00;Accounting;GR7476
pay expenses;1366;22.02.2017 08:08:00;22.02.2017 08:12:00;Accounting;GR7476
send booking proposal to employee;1367;04.01.2017 12:04:00;04.01.2017 12:07:00;Travel Department;NV2279
check booking proposal;1367;04.01.2017 13:04:00;04.01.2017 13:05:00;Employee;LP7572
book travel;1367;06.01.2017 11:45:00;06.01.2017 13:33:00;Travel Department;NV2279
check if expense documents exist;1367;27.03.2017 05:59:00;27.03.2017 07:40:00;Employee;LP7572
upload travel expense documents;1367;27.03.2017 07:40:00;27.03.2017 07:45:00;Employee;LP7572
file travel expense report;1367;27.03.2017 07:45:00;27.03.2017 07:54:00;Employee;LP7572
confirm travel expense report;1367;27.03.2017 07:54:00;27.03.2017 07:55:00;Employee;LP7572
decide on travel expense approval;1367;27.03.2017 14:05:00;27.03.2017 14:06:00;Manager;IH7395
send original documents to archive;1367;03.04.2017 06:59:00;03.04.2017 07:31:00;Employee;LP7572
calculate payments;1367;24.04.2017 10:06:00;24.04.2017 10:38:00;Accounting;WO40
pay expenses;1367;15.05.2017 09:36:00;15.05.2017 09:46:00;Accounting;WO40
send booking proposal to employee;1368;04.01.2017 12:15:00;04.01.2017 12:15:00;Travel Department;NV2279
check booking proposal;1368;04.01.2017 13:57:00;04.01.2017 14:02:00;Employee;FC262
book travel;1368;06.01.2017 13:10:00;06.01.2017 16:15:00;Travel Department;NV2279
check if expense documents exist;1368;28.02.2017 12:35:00;28.02.2017 12:50:00;Employee;FC262
upload travel expense documents;1368;28.02.2017 12:50:00;28.02.2017 13:02:00;Employee;FC262
file travel expense report;1368;28.02.2017 13:02:00;28.02.2017 13:10:00;Employee;FC262
confirm travel expense report;1368;28.02.2017 13:10:00;28.02.2017 13:13:00;Employee;FC262
decide on travel expense approval;1368;28.02.2017 13:13:00;28.02.2017 13:18:00;Manager;DY1868
send original documents to archive;1368;06.03.2017 16:38:00;06.03.2017 17:11:00;Employee;FC262
calculate payments;1368;27.03.2017 09:27:00;27.03.2017 11:16:00;Accounting;CX8911
pay expenses;1368;29.03.2017 08:59:00;29.03.2017 09:05:00;Accounting;CX8911
send booking proposal to employee;1369;04.01.2017 12:55:00;04.01.2017 12:58:00;Travel Department;KS9688
check booking proposal;1369;04.01.2017 16:07:00;04.01.2017 16:18:00;Employee;DF6975
book travel;1369;06.01.2017 15:04:00;06.01.2017 16:15:00;Travel Department;KS9688
check if expense documents exist;1369;30.01.2017 05:59:00;30.01.2017 06:17:00;Employee;DF6975
upload travel expense documents;1369;30.01.2017 06:17:00;30.01.2017 06:22:00;Employee;DF6975
file travel expense report;1369;30.01.2017 06:22:00;30.01.2017 06:34:00;Employee;DF6975
confirm travel expense report;1369;30.01.2017 06:34:00;30.01.2017 06:36:00;Employee;DF6975
decide on travel expense approval;1369;30.01.2017 13:03:00;30.01.2017 13:04:00;Manager;TD8091
send request for travel expense correction;1369;30.01.2017 13:04:00;30.01.2017 13:05:00;;
correct travel expense report;1369;06.02.2017 05:59:00;06.02.2017 06:41:00;Employee;DF6975
decide on travel expense approval;1369;06.02.2017 13:05:00;06.02.2017 13:07:00;Manager;TD8091
send original documents to archive;1369;13.02.2017 05:59:00;13.02.2017 06:22:00;Employee;DF6975
calculate payments;1369;13.03.2017 08:18:00;13.03.2017 09:11:00;Accounting;CX8911
pay expenses;1369;28.03.2017 14:42:00;28.03.2017 15:55:00;Accounting;CX8911
check booking proposal;1370;02.01.2017 11:36:00;02.01.2017 11:44:00;Employee;WI3223
transform price inquiry to travel request;1370;02.01.2017 11:50:00;02.01.2017 11:50:00;Employee;WI3223
decide on approval requirements;1370;02.01.2017 11:50:00;02.01.2017 11:50:00;;
check if booking is necessary;1370;04.01.2017 12:51:00;04.01.2017 12:58:00;Travel Department;AW2532
prepare booking proposal;1370;06.01.2017 11:43:00;06.01.2017 13:12:00;Travel Department;AW2532
send booking proposal to employee;1370;10.01.2017 13:19:00;10.01.2017 13:20:00;Travel Department;AW2532
check booking proposal;1370;10.01.2017 15:37:00;10.01.2017 15:40:00;Employee;WI3223
book travel;1370;13.01.2017 10:58:00;13.01.2017 12:42:00;Travel Department;AW2532
check if expense documents exist;1370;21.02.2017 05:59:00;21.02.2017 06:09:00;Employee;WI3223
upload travel expense documents;1370;21.02.2017 06:09:00;21.02.2017 06:21:00;Employee;WI3223
file travel expense report;1370;21.02.2017 06:21:00;21.02.2017 06:24:00;Employee;WI3223
confirm travel expense report;1370;21.02.2017 06:24:00;21.02.2017 06:25:00;Employee;WI3223
decide on travel expense approval;1370;21.02.2017 12:59:00;21.02.2017 13:00:00;Manager;YS1169
send original documents to archive;1370;02.03.2017 09:58:00;02.03.2017 10:21:00;Employee;WI3223
calculate payments;1370;08.03.2017 08:30:00;08.03.2017 09:15:00;Accounting;FQ3758
pay expenses;1370;13.03.2017 07:59:00;13.03.2017 08:08:00;Accounting;FQ3758
send booking proposal to employee;1371;02.01.2017 17:06:00;03.01.2017 14:20:00;Travel Department;WG5857
check booking proposal;1371;03.01.2017 17:15:00;03.01.2017 17:24:00;Employee;KR2914
book travel;1371;05.01.2017 15:36:00;05.01.2017 17:41:00;Travel Department;WG5857
check if expense documents exist;1371;17.02.2017 05:59:00;17.02.2017 06:34:00;Employee;KR2914
file travel expense report;1371;17.02.2017 06:34:00;17.02.2017 06:59:00;Employee;KR2914
confirm travel expense report;1371;17.02.2017 06:59:00;17.02.2017 06:59:00;Employee;KR2914
decide on travel expense approval;1371;17.02.2017 13:01:00;17.02.2017 13:02:00;Manager;TF7102
send original documents to archive;1371;06.03.2017 05:59:00;06.03.2017 06:37:00;Employee;KR2914
calculate payments;1371;24.03.2017 07:59:00;24.03.2017 08:15:00;Accounting;CX8911
pay expenses;1371;27.03.2017 08:58:00;27.03.2017 10:08:00;Accounting;CX8911
send booking proposal to employee;1372;02.01.2017 15:04:00;03.01.2017 13:58:00;Travel Department;KS9688
check booking proposal;1372;03.01.2017 17:27:00;03.01.2017 17:27:00;Employee;IN1658
book travel;1372;05.01.2017 15:39:00;05.01.2017 18:13:00;Travel Department;KS9688
check if expense documents exist;1372;10.03.2017 09:44:00;10.03.2017 10:35:00;Employee;IN1658
upload travel expense documents;1372;10.03.2017 10:35:00;10.03.2017 10:47:00;Employee;IN1658
file travel expense report;1372;10.03.2017 10:47:00;10.03.2017 11:04:00;Employee;IN1658
confirm travel expense report;1372;10.03.2017 11:04:00;10.03.2017 11:06:00;Employee;IN1658
decide on travel expense approval;1372;10.03.2017 13:04:00;10.03.2017 13:08:00;Manager;TF7102
send original documents to archive;1372;20.03.2017 05:59:00;20.03.2017 06:21:00;Employee;IN1658
calculate payments;1372;06.04.2017 07:59:00;06.04.2017 09:28:00;Accounting;GR7476
pay expenses;1372;18.04.2017 13:55:00;18.04.2017 14:00:00;Accounting;GR7476
check if expense documents exist;1373;03.04.2017 06:59:00;03.04.2017 07:28:00;Employee;TK1856
upload travel expense documents;1373;03.04.2017 07:28:00;03.04.2017 07:37:00;Employee;TK1856
file travel expense report;1373;03.04.2017 07:37:00;03.04.2017 07:49:00;Employee;TK1856
