activity;case;start;end
calculate payments;5467;04.12.2017 08:03;04.12.2017 08:48
pay expenses;5467;19.12.2017 08:14;19.12.2017 08:27
file travel request;5468;08.09.2017 08:50;08.09.2017 09:03
check if travel request needs preliminary price inquiry;5468;08.09.2017 09:03;08.09.2017 09:04
decide on approval requirements;5468;08.09.2017 09:04;08.09.2017 09:04
check if booking is necessary;5468;20.09.2017 13:38;20.09.2017 13:43
check if expense documents exist;5468;08.11.2017 10:02;08.11.2017 10:13
upload travel expense documents;5468;08.11.2017 10:13;08.11.2017 10:34
file travel expense report;5468;08.11.2017 10:34;08.11.2017 10:45
confirm travel expense report;5468;08.11.2017 10:45;08.11.2017 10:47
decide on travel expense approval;5468;08.11.2017 12:59;08.11.2017 13:02
send original documents to archive;5468;13.11.2017 11:51;13.11.2017 12:05
calculate payments;5468;04.12.2017 10:28;04.12.2017 11:04
pay expenses;5468;19.12.2017 09:44;19.12.2017 09:50
file travel request;5475;08.09.2017 19:31;08.09.2017 19:40
check if travel request needs preliminary price inquiry;5475;08.09.2017 19:40;08.09.2017 19:41
decide on approval requirements;5475;08.09.2017 19:41;08.09.2017 19:41
check if booking is necessary;5475;21.09.2017 14:44;21.09.2017 14:45
check if expense documents exist;5475;01.11.2017 16:54;01.11.2017 17:05
file travel expense report;5475;01.11.2017 17:05;01.11.2017 17:28
confirm travel expense report;5475;01.11.2017 17:28;01.11.2017 17:30
decide on travel expense approval;5475;02.11.2017 12:59;02.11.2017 13:01
send original documents to archive;5475;20.11.2017 15:59;20.11.2017 16:12
calculate payments;5475;27.11.2017 10:04;27.11.2017 10:38
pay expenses;5475;04.12.2017 08:19;04.12.2017 08:23
file travel request;5481;11.09.2017 06:59;11.09.2017 07:10
check if travel request needs preliminary price inquiry;5481;11.09.2017 07:10;11.09.2017 07:10
decide on approval requirements;5481;11.09.2017 07:10;11.09.2017 07:11
check if booking is necessary;5481;22.09.2017 10:11;22.09.2017 10:18
upload travel expense documents;5481;30.10.2017 06:29;30.10.2017 06:36
file travel expense report;5481;30.10.2017 06:36;30.10.2017 06:45
confirm travel expense report;5481;30.10.2017 06:45;30.10.2017 06:45
check if expense documents exist;5481;30.10.2017 06:59;30.10.2017 06:29
decide on travel expense approval;5481;30.10.2017 13:05;30.10.2017 13:08
send original documents to archive;5481;10.11.2017 09:34;10.11.2017 09:44
calculate payments;5481;20.11.2017 09:50;20.11.2017 10:01
pay expenses;5481;11.12.2017 09:16;11.12.2017 09:22
file travel request;5484;11.09.2017 06:59;11.09.2017 07:08
check if travel request needs preliminary price inquiry;5484;11.09.2017 07:08;11.09.2017 07:09
decide on approval requirements;5484;11.09.2017 07:09;11.09.2017 07:10
forward request to approver;5484;11.09.2017 07:10;11.09.2017 07:11
decide on request;5484;11.09.2017 13:59;11.09.2017 14:06
check if booking is necessary;5484;25.09.2017 08:59;25.09.2017 09:05
check if expense documents exist;5484;16.11.2017 12:02;16.11.2017 12:05
upload travel expense documents;5484;16.11.2017 12:05;16.11.2017 12:13
file travel expense report;5484;16.11.2017 12:13;16.11.2017 12:19
confirm travel expense report;5484;16.11.2017 12:19;16.11.2017 12:20
decide on travel expense approval;5484;16.11.2017 13:01;16.11.2017 13:04
send original documents to archive;5484;05.12.2017 05:59;05.12.2017 06:20
calculate payments;5484;12.12.2017 07:59;12.12.2017 08:35
pay expenses;5484;20.12.2017 08:10;20.12.2017 08:17
file travel request;5492;11.09.2017 06:59;11.09.2017 07:22
check if travel request needs preliminary price inquiry;5492;11.09.2017 07:22;11.09.2017 07:24
decide on approval requirements;5492;11.09.2017 07:24;11.09.2017 07:25
check if booking is necessary;5492;22.09.2017 12:04;22.09.2017 12:06
check if expense documents exist;5492;20.11.2017 05:59;20.11.2017 06:50
upload travel expense documents;5492;20.11.2017 06:50;20.11.2017 06:59
file travel expense report;5492;20.11.2017 06:59;20.11.2017 07:14
confirm travel expense report;5492;20.11.2017 07:14;20.11.2017 07:18
decide on travel expense approval;5492;20.11.2017 13:09;20.11.2017 13:11
calculate payments;5492;08.12.2017 15:06;08.12.2017 15:50
send original documents to archive;5492;11.12.2017 05:59;11.12.2017 06:12
pay expenses;5492;18.12.2017 09:15;18.12.2017 09:21
file travel request;5493;11.09.2017 06:59;11.09.2017 07:03
check if travel request needs preliminary price inquiry;5493;11.09.2017 07:03;11.09.2017 07:04
decide on approval requirements;5493;11.09.2017 07:04;11.09.2017 07:05
check if booking is necessary;5493;21.09.2017 16:03;21.09.2017 16:05
check if expense documents exist;5493;03.11.2017 05:59;03.11.2017 06:24
upload travel expense documents;5493;03.11.2017 06:24;03.11.2017 06:32
file travel expense report;5493;03.11.2017 06:32;03.11.2017 06:37
confirm travel expense report;5493;03.11.2017 06:37;03.11.2017 06:40
decide on travel expense approval;5493;03.11.2017 12:59;03.11.2017 13:02
send original documents to archive;5493;21.11.2017 18:47;21.11.2017 19:08
calculate payments;5493;27.11.2017 08:44;27.11.2017 09:21
pay expenses;5493;04.12.2017 10:06;04.12.2017 10:17
file travel request;5495;11.09.2017 06:59;11.09.2017 07:12
check if travel request needs preliminary price inquiry;5495;11.09.2017 07:12;11.09.2017 07:14
prepare booking proposal;5495;22.09.2017 10:40;22.09.2017 11:24
send booking proposal to employee;5495;05.10.2017 08:59;05.10.2017 09:01
check booking proposal;5495;05.10.2017 11:54;05.10.2017 11:59
transform price inquiry to travel request;5495;05.10.2017 12:05;05.10.2017 12:06
decide on approval requirements;5495;05.10.2017 12:06;05.10.2017 12:07
check if booking is necessary;5495;18.10.2017 13:59;18.10.2017 14:03
check if expense documents exist;5495;31.10.2017 17:31;31.10.2017 18:02
upload travel expense documents;5495;31.10.2017 18:02;31.10.2017 18:17
file travel expense report;5495;31.10.2017 18:17;31.10.2017 18:22
confirm travel expense report;5495;31.10.2017 18:22;31.10.2017 18:23
decide on travel expense approval;5495;01.11.2017 12:59;01.11.2017 13:06
send request for travel expense correction;5495;01.11.2017 13:06;01.11.2017 13:06
correct travel expense report;5495;06.11.2017 05:59;06.11.2017 06:34
decide on travel expense approval;5495;06.11.2017 13:02;06.11.2017 13:02
send request for travel expense correction;5495;06.11.2017 13:02;06.11.2017 13:04
correct travel expense report;5495;09.11.2017 05:59;09.11.2017 06:21
decide on travel expense approval;5495;09.11.2017 12:59;09.11.2017 13:01
send request for travel expense correction;5495;09.11.2017 13:01;09.11.2017 13:02
correct travel expense report;5495;16.11.2017 05:59;16.11.2017 06:17
decide on travel expense approval;5495;16.11.2017 12:59;16.11.2017 13:01
send original documents to archive;5495;27.11.2017 05:59;27.11.2017 06:43
calculate payments;5495;06.12.2017 15:57;06.12.2017 16:13
pay expenses;5495;11.12.2017 08:45;11.12.2017 08:56
file travel request;5497;11.09.2017 06:59;11.09.2017 07:10
check if travel request needs preliminary price inquiry;5497;11.09.2017 07:10;11.09.2017 07:12
decide on approval requirements;5497;11.09.2017 07:12;11.09.2017 07:12
check if booking is necessary;5497;22.09.2017 10:21;22.09.2017 10:28
check if expense documents exist;5497;02.11.2017 08:52;02.11.2017 09:45
upload travel expense documents;5497;02.11.2017 09:45;02.11.2017 09:54
file travel expense report;5497;02.11.2017 09:54;02.11.2017 09:57
confirm travel expense report;5497;02.11.2017 09:57;02.11.2017 10:00
decide on travel expense approval;5497;02.11.2017 13:02;02.11.2017 13:05
send original documents to archive;5497;03.11.2017 06:37;03.11.2017 06:56
calculate payments;5497;20.11.2017 09:30;20.11.2017 10:27
pay expenses;5497;05.12.2017 07:59;05.12.2017 08:07
file travel request;5498;11.09.2017 06:59;11.09.2017 07:18
check if travel request needs preliminary price inquiry;5498;11.09.2017 07:18;11.09.2017 07:19
decide on approval requirements;5498;11.09.2017 07:19;11.09.2017 07:21
check if booking is necessary;5498;22.09.2017 11:37;22.09.2017 11:38
check if expense documents exist;5498;13.11.2017 05:59;13.11.2017 06:27
file travel expense report;5498;13.11.2017 06:27;13.11.2017 06:32
confirm travel expense report;5498;13.11.2017 06:32;13.11.2017 06:35
decide on travel expense approval;5498;13.11.2017 13:01;13.11.2017 13:03
send original documents to archive;5498;27.11.2017 05:59;27.11.2017 06:34
calculate payments;5498;30.11.2017 07:59;30.11.2017 08:38
pay expenses;5498;08.12.2017 07:59;08.12.2017 08:03
file travel request;5500;11.09.2017 06:59;11.09.2017 07:23
check if travel request needs preliminary price inquiry;5500;11.09.2017 07:23;11.09.2017 07:24
decide on approval requirements;5500;11.09.2017 07:24;11.09.2017 07:25
check if booking is necessary;5500;22.09.2017 12:02;22.09.2017 12:04
check if expense documents exist;5500;26.10.2017 20:07;26.10.2017 20:31
file travel expense report;5500;26.10.2017 20:31;26.10.2017 20:51
confirm travel expense report;5500;26.10.2017 20:51;26.10.2017 20:52
decide on travel expense approval;5500;27.10.2017 13:59;27.10.2017 14:04
send original documents to archive;5500;01.11.2017 21:30;01.11.2017 20:35
calculate payments;5500;20.11.2017 09:27;20.11.2017 09:04
pay expenses;5500;04.12.2017 07:59;04.12.2017 08:09
file travel request;5501;11.09.2017 06:59;11.09.2017 07:06
check if travel request needs preliminary price inquiry;5501;11.09.2017 07:06;11.09.2017 07:07
decide on approval requirements;5501;11.09.2017 07:07;11.09.2017 07:08
check if booking is necessary;5501;22.09.2017 09:08;22.09.2017 09:11
check if expense documents exist;5501;16.11.2017 11:27;16.11.2017 12:01
upload travel expense documents;5501;16.11.2017 12:01;16.11.2017 12:11
file travel expense report;5501;16.11.2017 12:11;16.11.2017 12:27
confirm travel expense report;5501;16.11.2017 12:27;16.11.2017 12:29
decide on travel expense approval;5501;16.11.2017 13:01;16.11.2017 13:03
send original documents to archive;5501;04.12.2017 05:59;04.12.2017 06:49
calculate payments;5501;14.12.2017 08:06;14.12.2017 09:00
pay expenses;5501;20.12.2017 11:27;20.12.2017 11:30
file travel request;5527;12.09.2017 06:59;12.09.2017 07:16
check if travel request needs preliminary price inquiry;5527;12.09.2017 07:16;12.09.2017 07:17
decide on approval requirements;5527;12.09.2017 07:17;12.09.2017 07:18
check if booking is necessary;5527;25.09.2017 12:26;25.09.2017 12:27
check if expense documents exist;5527;20.11.2017 05:59;20.11.2017 06:16
upload travel expense documents;5527;20.11.2017 06:16;20.11.2017 06:27
file travel expense report;5527;20.11.2017 06:27;20.11.2017 06:37
confirm travel expense report;5527;20.11.2017 06:37;20.11.2017 06:38
decide on travel expense approval;5527;20.11.2017 13:02;20.11.2017 13:09
send original documents to archive;5527;23.11.2017 15:47;23.11.2017 16:00
calculate payments;5527;18.12.2017 09:01;18.12.2017 09:56
pay expenses;5527;22.12.2017 11:36;22.12.2017 11:44
file travel request;5545;13.09.2017 06:59;13.09.2017 07:18
check if travel request needs preliminary price inquiry;5545;13.09.2017 07:18;13.09.2017 07:19
decide on approval requirements;5545;13.09.2017 07:19;13.09.2017 07:20
check if booking is necessary;5545;26.09.2017 13:33;26.09.2017 13:42
check if expense documents exist;5545;13.11.2017 05:59;13.11.2017 06:12
upload travel expense documents;5545;13.11.2017 06:12;13.11.2017 06:27
file travel expense report;5545;13.11.2017 06:27;13.11.2017 06:30
confirm travel expense report;5545;13.11.2017 06:30;13.11.2017 06:32
decide on travel expense approval;5545;13.11.2017 13:00;13.11.2017 13:07
send original documents to archive;5545;01.12.2017 13:12;01.12.2017 13:23
calculate payments;5545;15.12.2017 08:17;15.12.2017 09:01
pay expenses;5545;18.12.2017 09:39;18.12.2017 09:43
file travel request;5546;13.09.2017 06:59;13.09.2017 07:10
check if travel request needs preliminary price inquiry;5546;13.09.2017 07:10;13.09.2017 07:11
decide on approval requirements;5546;13.09.2017 07:11;13.09.2017 07:12
forward request to approver;5546;13.09.2017 07:12;13.09.2017 07:13
decide on request;5546;13.09.2017 13:59;13.09.2017 14:04
check if booking is necessary;5546;27.09.2017 10:50;27.09.2017 10:55
check if expense documents exist;5546;16.10.2017 07:14;16.10.2017 08:16
upload travel expense documents;5546;16.10.2017 08:16;16.10.2017 08:35
file travel expense report;5546;16.10.2017 08:35;16.10.2017 08:54
confirm travel expense report;5546;16.10.2017 08:54;16.10.2017 08:55
decide on travel expense approval;5546;16.10.2017 14:09;16.10.2017 14:10
send original documents to archive;5546;23.10.2017 06:59;23.10.2017 07:22
calculate payments;5546;06.11.2017 09:22;06.11.2017 08:51
pay expenses;5546;20.11.2017 08:35;20.11.2017 08:45
file travel request;5548;13.09.2017 09:07;13.09.2017 09:32
check if travel request needs preliminary price inquiry;5548;13.09.2017 09:32;13.09.2017 09:34
decide on approval requirements;5548;13.09.2017 09:34;13.09.2017 09:35
check if booking is necessary;5548;26.09.2017 15:14;26.09.2017 15:21
check if expense documents exist;5548;23.10.2017 20:11;23.10.2017 20:51
upload travel expense documents;5548;23.10.2017 20:51;23.10.2017 20:58
file travel expense report;5548;23.10.2017 20:58;23.10.2017 21:06
confirm travel expense report;5548;23.10.2017 21:06;23.10.2017 21:08
decide on travel expense approval;5548;24.10.2017 13:59;24.10.2017 14:01
send original documents to archive;5548;07.11.2017 17:01;07.11.2017 16:29
calculate payments;5548;27.11.2017 14:04;27.11.2017 13:15
pay expenses;5548;15.12.2017 07:59;15.12.2017 08:06
file travel request;5551;13.09.2017 13:19;13.09.2017 13:21
check if travel request needs preliminary price inquiry;5551;13.09.2017 13:21;13.09.2017 13:22
decide on approval requirements;5551;13.09.2017 13:22;13.09.2017 13:24
check if booking is necessary;5551;27.09.2017 10:41;27.09.2017 10:44
check if expense documents exist;5551;16.10.2017 10:04;16.10.2017 10:40
upload travel expense documents;5551;16.10.2017 10:40;16.10.2017 11:00
file travel expense report;5551;16.10.2017 11:00;16.10.2017 11:03
confirm travel expense report;5551;16.10.2017 11:03;16.10.2017 11:06
decide on travel expense approval;5551;16.10.2017 14:10;16.10.2017 14:10
send original documents to archive;5551;24.10.2017 06:59;24.10.2017 07:30
calculate payments;5551;06.11.2017 10:23;06.11.2017 09:39
pay expenses;5551;13.11.2017 10:00;13.11.2017 10:11
file travel request;5561;14.09.2017 06:59;14.09.2017 07:04
check if travel request needs preliminary price inquiry;5561;14.09.2017 07:04;14.09.2017 07:06
decide on approval requirements;5561;14.09.2017 07:06;14.09.2017 07:07
check if booking is necessary;5561;28.09.2017 08:59;28.09.2017 09:06
check if expense documents exist;5561;23.10.2017 06:59;23.10.2017 08:05
upload travel expense documents;5561;23.10.2017 08:05;23.10.2017 08:16
file travel expense report;5561;23.10.2017 08:16;23.10.2017 08:25
confirm travel expense report;5561;23.10.2017 08:25;23.10.2017 08:26
decide on travel expense approval;5561;23.10.2017 14:11;23.10.2017 14:17
send request for travel expense correction;5561;23.10.2017 14:17;23.10.2017 14:17
correct travel expense report;5561;30.10.2017 06:59;30.10.2017 07:01
decide on travel expense approval;5561;30.10.2017 13:09;30.10.2017 13:10
send request for travel expense correction;5561;30.10.2017 13:10;30.10.2017 13:10
correct travel expense report;5561;07.11.2017 08:11;07.11.2017 08:51
decide on travel expense approval;5561;07.11.2017 13:01;07.11.2017 13:03
send request for travel expense correction;5561;07.11.2017 13:03;07.11.2017 13:04
correct travel expense report;5561;14.11.2017 05:59;14.11.2017 06:33
decide on travel expense approval;5561;14.11.2017 12:59;14.11.2017 13:03
send request for travel expense correction;5561;14.11.2017 13:03;14.11.2017 13:04
correct travel expense report;5561;16.11.2017 05:59;16.11.2017 06:07
decide on travel expense approval;5561;16.11.2017 12:59;16.11.2017 13:01
send request for travel expense correction;5561;16.11.2017 13:01;16.11.2017 13:02
correct travel expense report;5561;21.11.2017 05:59;21.11.2017 06:32
decide on travel expense approval;5561;21.11.2017 12:59;21.11.2017 13:03
send original documents to archive;5561;08.12.2017 05:59;08.12.2017 06:28
calculate payments;5561;14.12.2017 08:43;14.12.2017 09:15
pay expenses;5561;21.12.2017 07:59;21.12.2017 08:09
file travel request;5563;14.09.2017 07:34;14.09.2017 07:50
check if travel request needs preliminary price inquiry;5563;14.09.2017 07:50;14.09.2017 07:51
decide on approval requirements;5563;14.09.2017 07:51;14.09.2017 07:51
check if booking is necessary;5563;28.09.2017 09:06;28.09.2017 09:10
upload travel expense documents;5563;31.10.2017 06:23;31.10.2017 06:45
file travel expense report;5563;31.10.2017 06:45;31.10.2017 07:10
check if expense documents exist;5563;31.10.2017 06:59;31.10.2017 06:23
confirm travel expense report;5563;31.10.2017 07:10;31.10.2017 07:14
decide on travel expense approval;5563;31.10.2017 12:59;31.10.2017 13:01
send original documents to archive;5563;09.11.2017 18:32;09.11.2017 19:05
calculate payments;5563;20.11.2017 08:41;20.11.2017 09:09
pay expenses;5563;08.12.2017 07:59;08.12.2017 08:04
file travel request;5565;14.09.2017 10:28;14.09.2017 10:51
check if travel request needs preliminary price inquiry;5565;14.09.2017 10:51;14.09.2017 10:51
decide on approval requirements;5565;14.09.2017 10:51;14.09.2017 10:52
forward request to approver;5565;14.09.2017 10:52;14.09.2017 10:53
decide on request;5565;14.09.2017 14:00;14.09.2017 14:06
check if booking is necessary;5565;28.09.2017 15:11;28.09.2017 15:18
check if expense documents exist;5565;10.10.2017 06:59;10.10.2017 07:33
upload travel expense documents;5565;10.10.2017 07:33;10.10.2017 07:44
file travel expense report;5565;10.10.2017 07:44;10.10.2017 07:51
confirm travel expense report;5565;10.10.2017 07:51;10.10.2017 07:54
decide on travel expense approval;5565;10.10.2017 14:01;10.10.2017 14:06
send request for travel expense correction;5565;10.10.2017 14:06;10.10.2017 14:07
correct travel expense report;5565;16.10.2017 06:59;16.10.2017 07:25
decide on travel expense approval;5565;16.10.2017 14:00;16.10.2017 14:01
send original documents to archive;5565;18.10.2017 06:59;18.10.2017 07:43
calculate payments;5565;13.11.2017 10:51;13.11.2017 10:12
pay expenses;5565;22.11.2017 08:12;22.11.2017 08:24
file travel request;5567;14.09.2017 13:28;14.09.2017 13:46
check if travel request needs preliminary price inquiry;5567;14.09.2017 13:46;14.09.2017 13:47
decide on approval requirements;5567;14.09.2017 13:47;14.09.2017 13:48
check if booking is necessary;5567;28.09.2017 13:42;28.09.2017 13:43
check if expense documents exist;5567;06.11.2017 05:59;06.11.2017 06:44
upload travel expense documents;5567;06.11.2017 06:44;06.11.2017 07:00
file travel expense report;5567;06.11.2017 07:00;06.11.2017 07:15
confirm travel expense report;5567;06.11.2017 07:15;06.11.2017 07:17
decide on travel expense approval;5567;06.11.2017 13:09;06.11.2017 13:15
send original documents to archive;5567;20.11.2017 05:59;20.11.2017 06:04
calculate payments;5567;04.12.2017 09:41;04.12.2017 10:05
pay expenses;5567;15.12.2017 07:59;15.12.2017 08:07
file travel request;5575;15.09.2017 06:59;15.09.2017 07:06
check if travel request needs preliminary price inquiry;5575;15.09.2017 07:06;15.09.2017 07:07
decide on approval requirements;5575;15.09.2017 07:07;15.09.2017 07:07
forward request to approver;5575;15.09.2017 07:07;15.09.2017 07:09
decide on request;5575;15.09.2017 13:59;15.09.2017 14:04
check if booking is necessary;5575;29.09.2017 10:59;29.09.2017 11:04
check if expense documents exist;5575;27.10.2017 13:21;27.10.2017 14:06
upload travel expense documents;5575;27.10.2017 14:06;27.10.2017 14:21
file travel expense report;5575;27.10.2017 14:21;27.10.2017 14:26
confirm travel expense report;5575;27.10.2017 14:26;27.10.2017 14:29
decide on travel expense approval;5575;27.10.2017 14:29;27.10.2017 14:29
send original documents to archive;5575;13.11.2017 06:59;13.11.2017 06:10
calculate payments;5575;04.12.2017 12:40;04.12.2017 11:54
pay expenses;5575;20.12.2017 07:59;20.12.2017 08:08
file travel request;5602;18.09.2017 06:59;18.09.2017 07:08
check if travel request needs preliminary price inquiry;5602;18.09.2017 07:08;18.09.2017 07:09
decide on approval requirements;5602;18.09.2017 07:09;18.09.2017 07:11
check if booking is necessary;5602;29.09.2017 13:40;29.09.2017 13:44
check if expense documents exist;5602;08.11.2017 11:07;08.11.2017 11:52
upload travel expense documents;5602;08.11.2017 11:52;08.11.2017 12:03
file travel expense report;5602;08.11.2017 12:03;08.11.2017 12:19
confirm travel expense report;5602;08.11.2017 12:19;08.11.2017 12:23
decide on travel expense approval;5602;08.11.2017 13:00;08.11.2017 13:06
send original documents to archive;5602;13.11.2017 05:59;13.11.2017 06:08
calculate payments;5602;04.12.2017 08:09;04.12.2017 09:10
pay expenses;5602;08.12.2017 15:46;08.12.2017 15:51
file travel request;5603;18.09.2017 06:59;18.09.2017 07:23
check if travel request needs preliminary price inquiry;5603;18.09.2017 07:23;18.09.2017 07:23
decide on approval requirements;5603;18.09.2017 07:23;18.09.2017 07:25
check if booking is necessary;5603;29.09.2017 15:56;29.09.2017 16:02
check if expense documents exist;5603;18.10.2017 12:29;18.10.2017 12:49
upload travel expense documents;5603;18.10.2017 12:49;18.10.2017 12:58
file travel expense report;5603;18.10.2017 12:58;18.10.2017 13:12
confirm travel expense report;5603;18.10.2017 13:12;18.10.2017 13:13
decide on travel expense approval;5603;18.10.2017 14:04;18.10.2017 14:07
send original documents to archive;5603;06.11.2017 06:59;06.11.2017 06:21
calculate payments;5603;24.11.2017 08:59;24.11.2017 08:39
pay expenses;5603;04.12.2017 11:41;04.12.2017 11:48
file travel request;5611;18.09.2017 06:59;18.09.2017 07:23
check if travel request needs preliminary price inquiry;5611;18.09.2017 07:23;18.09.2017 07:24
decide on approval requirements;5611;18.09.2017 07:24;18.09.2017 07:25
check if booking is necessary;5611;29.09.2017 15:54;29.09.2017 15:56
check if expense documents exist;5611;09.11.2017 13:36;09.11.2017 14:43
upload travel expense documents;5611;09.11.2017 14:43;09.11.2017 15:07
file travel expense report;5611;09.11.2017 15:07;09.11.2017 15:18
confirm travel expense report;5611;09.11.2017 15:18;09.11.2017 15:22
decide on travel expense approval;5611;10.11.2017 12:59;10.11.2017 13:01
calculate payments;5611;27.11.2017 09:50;27.11.2017 10:11
send original documents to archive;5611;30.11.2017 05:59;30.11.2017 06:42
pay expenses;5611;14.12.2017 07:59;14.12.2017 08:10
file travel request;5621;18.09.2017 06:59;18.09.2017 07:26
check if travel request needs preliminary price inquiry;5621;18.09.2017 07:26;18.09.2017 07:26
decide on approval requirements;5621;18.09.2017 07:26;18.09.2017 07:27
check if booking is necessary;5621;29.09.2017 16:00;29.09.2017 16:05
upload travel expense documents;5621;30.10.2017 06:59;30.10.2017 07:06
check if expense documents exist;5621;30.10.2017 06:59;30.10.2017 06:59
file travel expense report;5621;30.10.2017 07:06;30.10.2017 07:18
confirm travel expense report;5621;30.10.2017 07:18;30.10.2017 07:20
decide on travel expense approval;5621;30.10.2017 13:13;30.10.2017 13:14
send original documents to archive;5621;03.11.2017 13:12;03.11.2017 13:24
calculate payments;5621;17.11.2017 07:59;17.11.2017 08:21
pay expenses;5621;20.11.2017 10:27;20.11.2017 10:37
file travel request;5626;18.09.2017 06:59;18.09.2017 07:19
check if travel request needs preliminary price inquiry;5626;18.09.2017 07:19;18.09.2017 07:20
decide on approval requirements;5626;18.09.2017 07:20;18.09.2017 07:21
check if booking is necessary;5626;29.09.2017 15:47;29.09.2017 15:53
upload travel expense documents;5626;30.10.2017 11:56;30.10.2017 12:08
file travel expense report;5626;30.10.2017 12:08;30.10.2017 12:13
confirm travel expense report;5626;30.10.2017 12:13;30.10.2017 12:15
check if expense documents exist;5626;30.10.2017 12:14;30.10.2017 11:56
decide on travel expense approval;5626;30.10.2017 13:14;30.10.2017 13:18
send original documents to archive;5626;07.11.2017 05:59;07.11.2017 06:10
calculate payments;5626;30.11.2017 09:33;30.11.2017 09:46
pay expenses;5626;04.12.2017 07:59;04.12.2017 08:03
file travel request;5635;18.09.2017 19:18;18.09.2017 19:51
check if travel request needs preliminary price inquiry;5635;18.09.2017 19:51;18.09.2017 19:51
decide on approval requirements;5635;18.09.2017 19:51;18.09.2017 19:52
check if booking is necessary;5635;02.10.2017 11:41;02.10.2017 11:44
check if expense documents exist;5635;25.10.2017 06:59;25.10.2017 07:22
upload travel expense documents;5635;25.10.2017 07:22;25.10.2017 07:35
file travel expense report;5635;25.10.2017 07:35;25.10.2017 07:44
confirm travel expense report;5635;25.10.2017 07:44;25.10.2017 07:45
decide on travel expense approval;5635;25.10.2017 13:59;25.10.2017 14:04
send original documents to archive;5635;06.11.2017 06:59;06.11.2017 06:46
calculate payments;5635;13.11.2017 11:22;13.11.2017 10:39
pay expenses;5635;22.11.2017 08:07;22.11.2017 08:12
file travel request;5653;19.09.2017 22:32;19.09.2017 22:48
check if travel request needs preliminary price inquiry;5653;19.09.2017 22:48;19.09.2017 22:49
decide on approval requirements;5653;19.09.2017 22:49;19.09.2017 22:50
check if booking is necessary;5653;03.10.2017 15:15;03.10.2017 15:19
check if expense documents exist;5653;13.11.2017 05:59;13.11.2017 06:47
upload travel expense documents;5653;13.11.2017 06:47;13.11.2017 07:02
file travel expense report;5653;13.11.2017 07:02;13.11.2017 07:09
confirm travel expense report;5653;13.11.2017 07:09;13.11.2017 07:11
decide on travel expense approval;5653;13.11.2017 13:05;13.11.2017 13:09
send original documents to archive;5653;16.11.2017 15:09;16.11.2017 16:01
calculate payments;5653;11.12.2017 07:59;11.12.2017 08:51
pay expenses;5653;18.12.2017 13:04;18.12.2017 13:11
file travel request;5660;20.09.2017 09:00;20.09.2017 09:18
check if travel request needs preliminary price inquiry;5660;20.09.2017 09:18;20.09.2017 09:19
decide on approval requirements;5660;20.09.2017 09:19;20.09.2017 09:20
check if booking is necessary;5660;03.10.2017 15:30;03.10.2017 15:34
check if expense documents exist;5660;06.11.2017 15:07;06.11.2017 15:47
file travel expense report;5660;06.11.2017 15:47;06.11.2017 15:50
confirm travel expense report;5660;06.11.2017 15:50;06.11.2017 15:54
decide on travel expense approval;5660;07.11.2017 12:59;07.11.2017 13:02
send original documents to archive;5660;20.11.2017 05:59;20.11.2017 06:35
calculate payments;5660;28.11.2017 08:15;28.11.2017 09:06
pay expenses;5660;12.12.2017 07:59;12.12.2017 08:11
file travel request;5671;21.09.2017 06:59;21.09.2017 07:31
check if travel request needs preliminary price inquiry;5671;21.09.2017 07:31;21.09.2017 07:32
prepare booking proposal;5671;04.10.2017 10:30;04.10.2017 10:53
send booking proposal to employee;5671;17.10.2017 09:43;17.10.2017 09:45
check booking proposal;5671;17.10.2017 12:10;17.10.2017 12:20
transform price inquiry to travel request;5671;17.10.2017 12:24;17.10.2017 12:24
decide on approval requirements;5671;17.10.2017 12:24;17.10.2017 12:25
check if booking is necessary;5671;31.10.2017 12:33;31.10.2017 11:37
check if expense documents exist;5671;13.11.2017 05:59;13.11.2017 07:00
upload travel expense documents;5671;13.11.2017 07:00;13.11.2017 07:13
file travel expense report;5671;13.11.2017 07:13;13.11.2017 07:16
confirm travel expense report;5671;13.11.2017 07:16;13.11.2017 07:18
decide on travel expense approval;5671;13.11.2017 13:07;13.11.2017 13:10
send original documents to archive;5671;20.11.2017 06:08;20.11.2017 06:41
calculate payments;5671;11.12.2017 08:20;11.12.2017 09:15
pay expenses;5671;18.12.2017 08:31;18.12.2017 08:41
file travel request;5673;21.09.2017 06:59;21.09.2017 07:01
check if travel request needs preliminary price inquiry;5673;21.09.2017 07:01;21.09.2017 07:02
decide on approval requirements;5673;21.09.2017 07:02;21.09.2017 07:04
check if booking is necessary;5673;04.10.2017 10:23;04.10.2017 10:25
check if expense documents exist;5673;20.11.2017 05:59;20.11.2017 07:06
file travel expense report;5673;20.11.2017 07:06;20.11.2017 07:21
confirm travel expense report;5673;20.11.2017 07:21;20.11.2017 07:25
decide on travel expense approval;5673;20.11.2017 13:09;20.11.2017 13:15
send original documents to archive;5673;27.11.2017 09:04;27.11.2017 09:30
calculate payments;5673;20.12.2017 07:59;20.12.2017 08:10
pay expenses;5673;28.12.2017 10:07;28.12.2017 10:12
file travel request;5681;21.09.2017 16:23;21.09.2017 16:31
check if travel request needs preliminary price inquiry;5681;21.09.2017 16:31;21.09.2017 16:32
decide on approval requirements;5681;21.09.2017 16:32;21.09.2017 16:33
